repository_owner,repository_name,file_path,filename,original_file_path,repository_url,file_url,branch,stargazers_count,forks_count,created_at,pushed_at,updated_at,lines_of_code,manifest_specific_commit_count,first_manifest_commit_date,file_composite_key,length_of_words,complexity_score
biwakonbu,reviewtask,CLAUDE.md,CLAUDE.md,raw/biwakonbu/reviewtask/CLAUDE.md,https://github.com/biwakonbu/reviewtask,https://github.com/biwakonbu/reviewtask/blob/main/CLAUDE.md,main,6.0,2.0,2025-07-19T09:34:58Z,2025-10-15T11:19:02Z,2025-10-15T11:06:00Z,601.0,14,2025-07-19T11:11:32Z,biwakonbu||reviewtask||CLAUDE.md,2169,27.285649267615383
fukuball,jieba-php,CLAUDE.md,CLAUDE.md,raw/fukuball/jieba-php/CLAUDE.md,https://github.com/fukuball/jieba-php,https://github.com/fukuball/jieba-php/blob/master/CLAUDE.md,master,1365.0,257.0,2015-04-23T08:29:45Z,2025-08-07T05:27:51Z,2025-10-18T18:36:23Z,299.0,5,2025-07-16T14:41:06Z,fukuball||jieba-php||CLAUDE.md,937,33.95315159718916
ThreatFlux,githubWorkFlowChecker,CLAUDE.md,CLAUDE.md,raw/ThreatFlux/githubWorkFlowChecker/CLAUDE.md,https://github.com/ThreatFlux/githubWorkFlowChecker,https://github.com/ThreatFlux/githubWorkFlowChecker/blob/main/CLAUDE.md,main,5.0,1.0,2025-02-13T16:05:29Z,2025-10-12T00:30:51Z,2025-09-07T00:42:59Z,107.0,2,2025-05-31T00:46:25Z,ThreatFlux||githubWorkFlowChecker||CLAUDE.md,596,44.01449151910995
Netwrck,stable-diffusion-server,CLAUDE.md,CLAUDE.md,raw/Netwrck/stable-diffusion-server/CLAUDE.md,https://github.com/Netwrck/stable-diffusion-server,https://github.com/Netwrck/stable-diffusion-server/blob/main/CLAUDE.md,main,51.0,5.0,2023-07-25T00:45:08Z,2025-08-30T02:18:36Z,2025-10-04T15:42:41Z,150.0,2,2025-07-08T23:00:28Z,Netwrck||stable-diffusion-server||CLAUDE.md,420,33.29031250000003
pankona,makasero,CLAUDE.md,CLAUDE.md,raw/pankona/makasero/CLAUDE.md,https://github.com/pankona/makasero,https://github.com/pankona/makasero/blob/main/CLAUDE.md,main,7.0,0.0,2025-01-25T15:38:58Z,2025-06-11T13:40:26Z,2025-06-11T13:40:28Z,60.0,3,2025-05-31T12:17:23Z,pankona||makasero||CLAUDE.md,133,58.33138461538465
VergeGroup,swift-state-graph,CLAUDE.md,CLAUDE.md,raw/VergeGroup/swift-state-graph/CLAUDE.md,https://github.com/VergeGroup/swift-state-graph,https://github.com/VergeGroup/swift-state-graph/blob/main/CLAUDE.md,main,33.0,1.0,2025-02-14T13:20:23Z,2025-10-17T06:00:32Z,2025-10-17T06:00:13Z,78.0,1,2025-06-08T08:37:42Z,VergeGroup||swift-state-graph||CLAUDE.md,267,31.715000000000003
kaichen,kimicc,CLAUDE.md,CLAUDE.md,raw/kaichen/kimicc/CLAUDE.md,https://github.com/kaichen/kimicc,https://github.com/kaichen/kimicc/blob/main/CLAUDE.md,main,165.0,14.0,2025-07-13T14:36:16Z,2025-10-18T04:46:51Z,2025-10-17T08:41:48Z,5.0,3,2025-07-13T14:36:11Z,kaichen||kimicc||CLAUDE.md,22,76.97144736842105
netlify,cli,CLAUDE.md,CLAUDE.md,raw/netlify/cli/CLAUDE.md,https://github.com/netlify/cli,https://github.com/netlify/cli/blob/main/CLAUDE.md,main,1748.0,426.0,2014-10-11T07:29:59Z,2025-10-17T16:47:14Z,2025-10-18T12:03:10Z,136.0,1,2025-08-20T03:55:05Z,netlify||cli||CLAUDE.md,884,45.81349671280279
defendicon,POS-Awesome-V15,CLAUDE.md,CLAUDE.md,raw/defendicon/POS-Awesome-V15/CLAUDE.md,https://github.com/defendicon/POS-Awesome-V15,https://github.com/defendicon/POS-Awesome-V15/blob/master/CLAUDE.md,develop,64.0,90.0,2025-02-09T09:19:24Z,2025-10-17T07:02:06Z,2025-10-15T18:44:28Z,266.0,4,2025-09-11T18:13:01Z,defendicon||POS-Awesome-V15||CLAUDE.md,288,43.18121411625151
jellydn,vscode-hurl-runner,CLAUDE.md,CLAUDE.md,raw/jellydn/vscode-hurl-runner/CLAUDE.md,https://github.com/jellydn/vscode-hurl-runner,https://github.com/jellydn/vscode-hurl-runner/blob/main/CLAUDE.md,main,14.0,2.0,2024-10-10T09:51:29Z,2025-10-17T10:02:07Z,2025-10-17T10:02:10Z,112.0,2,2025-07-21T03:58:37Z,jellydn||vscode-hurl-runner||CLAUDE.md,569,43.635307486631035
ursisterbtw,ccprompts,CLAUDE.md,CLAUDE.md,raw/ursisterbtw/ccprompts/CLAUDE.md,https://github.com/ursisterbtw/ccprompts,https://github.com/ursisterbtw/ccprompts/blob/main/CLAUDE.md,main,60.0,8.0,2025-06-23T07:34:05Z,2025-10-18T06:28:22Z,2025-10-18T05:10:43Z,157.0,24,2025-06-23T07:33:50Z,ursisterbtw||ccprompts||CLAUDE.md,1276,28.40070232184948
bennypowers,cem,CLAUDE.md,CLAUDE.md,raw/bennypowers/cem/CLAUDE.md,https://github.com/bennypowers/cem,https://github.com/bennypowers/cem/blob/main/CLAUDE.md,main,27.0,2.0,2025-05-27T14:31:46Z,2025-10-16T16:40:29Z,2025-10-16T16:35:46Z,1.0,1,2025-09-03T20:03:38Z,bennypowers||cem||CLAUDE.md,2,
tls-attacker,ModifiableVariable,CLAUDE.md,CLAUDE.md,raw/tls-attacker/ModifiableVariable/CLAUDE.md,https://github.com/tls-attacker/ModifiableVariable,https://github.com/tls-attacker/ModifiableVariable/blob/main/CLAUDE.md,main,8.0,5.0,2017-04-13T11:34:40Z,2025-09-02T18:54:53Z,2025-09-02T18:54:50Z,40.0,1,2025-03-04T08:07:03Z,tls-attacker||ModifiableVariable||CLAUDE.md,142,37.51833759590795
team-mirai,kouchou-ai,CLAUDE.md,CLAUDE.md,raw/team-mirai/kouchou-ai/CLAUDE.md,https://github.com/team-mirai/kouchou-ai,https://github.com/team-mirai/kouchou-ai/blob/main/CLAUDE.md,main,17.0,3.0,2025-05-27T09:06:21Z,2025-07-08T08:41:07Z,2025-10-18T13:18:57Z,195.0,2,2025-05-27T12:23:30Z,team-mirai||kouchou-ai||CLAUDE.md,524,29.707499329698834
adobe,helix-website,CLAUDE.md,CLAUDE.md,raw/adobe/helix-website/CLAUDE.md,https://github.com/adobe/helix-website,https://github.com/adobe/helix-website/blob/main/CLAUDE.md,main,32.0,50.0,2021-10-22T17:42:23Z,2025-10-17T16:17:00Z,2025-10-17T05:53:58Z,1.0,1,2025-09-16T16:01:22Z,adobe||helix-website||CLAUDE.md,1532,51.12023751023753
wataru-maeda,react-native-boilerplate,CLAUDE.md,CLAUDE.md,raw/wataru-maeda/react-native-boilerplate/CLAUDE.md,https://github.com/wataru-maeda/react-native-boilerplate,https://github.com/wataru-maeda/react-native-boilerplate/blob/main/CLAUDE.md,main,432.0,116.0,2018-06-02T03:27:41Z,2025-09-14T06:15:15Z,2025-10-17T08:52:39Z,231.0,2,2025-07-29T02:08:57Z,wataru-maeda||react-native-boilerplate||CLAUDE.md,901,55.75300547447111
amittell,firewalla-mcp-server,CLAUDE.md,CLAUDE.md,raw/amittell/firewalla-mcp-server/CLAUDE.md,https://github.com/amittell/firewalla-mcp-server,https://github.com/amittell/firewalla-mcp-server/blob/main/CLAUDE.md,main,8.0,2.0,2025-06-22T03:48:10Z,2025-07-27T23:27:59Z,2025-10-02T19:11:48Z,371.0,18,2025-06-21T21:08:13Z,amittell||firewalla-mcp-server||CLAUDE.md,1237,38.80081326669696
aipotheosis-labs,aci,CLAUDE.md,CLAUDE.md,raw/aipotheosis-labs/aci/CLAUDE.md,https://github.com/aipotheosis-labs/aci,https://github.com/aipotheosis-labs/aci/blob/main/CLAUDE.md,main,4658.0,446.0,2024-09-19T15:06:53Z,2025-09-24T08:01:50Z,2025-10-17T20:15:08Z,142.0,1,2025-07-31T07:51:17Z,aipotheosis-labs||aci||CLAUDE.md,526,36.74740131578949
peaceiris,workflows,CLAUDE.md,CLAUDE.md,raw/peaceiris/workflows/CLAUDE.md,https://github.com/peaceiris/workflows,https://github.com/peaceiris/workflows/blob/main/CLAUDE.md,main,6.0,1.0,2020-09-27T12:44:32Z,2025-10-18T03:56:04Z,2025-06-14T08:58:20Z,48.0,2,2025-06-13T18:27:02Z,peaceiris||workflows||CLAUDE.md,204,30.92512487309645
ferrisdb,ferrisdb,CLAUDE.md,CLAUDE.md,raw/ferrisdb/ferrisdb/CLAUDE.md,https://github.com/ferrisdb/ferrisdb,https://github.com/ferrisdb/ferrisdb/blob/main/CLAUDE.md,main,7.0,1.0,2025-05-28T05:18:48Z,2025-10-13T08:49:01Z,2025-09-16T18:15:04Z,305.0,38,2025-05-28T06:01:48Z,ferrisdb||ferrisdb||CLAUDE.md,1698,27.279289479669018
pannous,wasp,CLAUDE.md,CLAUDE.md,raw/pannous/wasp/CLAUDE.md,https://github.com/pannous/wasp,https://github.com/pannous/wasp/blob/main/CLAUDE.md,main,115.0,4.0,2018-03-18T13:52:03Z,2025-07-21T09:37:09Z,2025-07-25T08:05:18Z,130.0,2,2025-07-07T11:43:03Z,pannous||wasp||CLAUDE.md,562,39.70251501501505
MinBZK,poc-machine-law,CLAUDE.md,CLAUDE.md,raw/MinBZK/poc-machine-law/CLAUDE.md,https://github.com/MinBZK/poc-machine-law,https://github.com/MinBZK/poc-machine-law/blob/main/CLAUDE.md,main,28.0,7.0,2025-01-18T14:11:03Z,2025-10-17T15:14:23Z,2025-10-17T15:14:26Z,27.0,4,2025-02-24T21:01:25Z,MinBZK||poc-machine-law||CLAUDE.md,186,48.41095454545456
allthingsida,qscripts,CLAUDE.md,CLAUDE.md,raw/allthingsida/qscripts/CLAUDE.md,https://github.com/allthingsida/qscripts,https://github.com/allthingsida/qscripts/blob/main/CLAUDE.md,main,369.0,38.0,2019-04-10T18:06:19Z,2025-10-12T14:28:58Z,2025-10-16T13:12:51Z,91.0,1,2025-09-28T14:38:50Z,allthingsida||qscripts||CLAUDE.md,360,40.538992024811705
typedef-ai,fenic,CLAUDE.md,CLAUDE.md,raw/typedef-ai/fenic/CLAUDE.md,https://github.com/typedef-ai/fenic,https://github.com/typedef-ai/fenic/blob/main/CLAUDE.md,main,363.0,23.0,2025-06-16T20:16:50Z,2025-10-17T21:21:45Z,2025-10-17T19:30:19Z,126.0,1,2025-08-12T23:49:14Z,typedef-ai||fenic||CLAUDE.md,433,33.77519230769232
NikBLN,weilSieDichLieben,CLAUDE.md,CLAUDE.md,raw/NikBLN/weilSieDichLieben/CLAUDE.md,https://github.com/NikBLN/weilSieDichLieben,https://github.com/NikBLN/weilSieDichLieben/blob/main/CLAUDE.md,main,51.0,6.0,2023-05-15T15:45:07Z,2025-06-07T21:10:10Z,2025-09-27T10:36:51Z,108.0,1,2025-06-07T14:52:08Z,NikBLN||weilSieDichLieben||CLAUDE.md,317,36.57770467836258
jaronheard,soonlist-turbo,CLAUDE.md,CLAUDE.md,raw/jaronheard/soonlist-turbo/CLAUDE.md,https://github.com/jaronheard/soonlist-turbo,https://github.com/jaronheard/soonlist-turbo/blob/main/CLAUDE.md,main,6.0,1.0,2024-04-26T02:08:13Z,2025-10-17T01:41:01Z,2025-10-17T01:40:57Z,205.0,4,2025-06-21T18:22:06Z,jaronheard||soonlist-turbo||CLAUDE.md,969,56.298201077919856
swuecho,chat,CLAUDE.md,CLAUDE.md,raw/swuecho/chat/CLAUDE.md,https://github.com/swuecho/chat,https://github.com/swuecho/chat/blob/master/CLAUDE.md,master,558.0,94.0,2023-03-18T11:32:14Z,2025-10-03T02:08:26Z,2025-10-04T14:17:03Z,227.0,4,2025-07-16T12:31:30Z,swuecho||chat||CLAUDE.md,746,47.91042928759896
Metta-AI,metta,CLAUDE.md,CLAUDE.md,raw/Metta-AI/metta/CLAUDE.md,https://github.com/Metta-AI/metta,https://github.com/Metta-AI/metta/blob/main/CLAUDE.md,main,123.0,44.0,2024-08-18T03:16:25Z,2025-10-18T18:24:02Z,2025-10-18T06:52:17Z,594.0,34,2025-05-15T19:27:45Z,Metta-AI||metta||CLAUDE.md,2444,37.92038213518035
sun-yryr,Rec-adio,CLAUDE.md,CLAUDE.md,raw/sun-yryr/Rec-adio/CLAUDE.md,https://github.com/sun-yryr/Rec-adio,https://github.com/sun-yryr/Rec-adio/blob/master/CLAUDE.md,v4,23.0,7.0,2017-11-13T02:26:54Z,2025-06-21T19:00:20Z,2025-06-21T19:00:23Z,98.0,1,2025-05-26T18:43:42Z,sun-yryr||Rec-adio||CLAUDE.md,144,43.79988095238099
ktny,ccstat,CLAUDE.md,CLAUDE.md,raw/ktny/ccstat/CLAUDE.md,https://github.com/ktny/ccstat,https://github.com/ktny/ccstat/blob/main/CLAUDE.md,main,14.0,0.0,2025-06-21T01:01:27Z,2025-07-07T12:55:13Z,2025-09-14T09:36:45Z,289.0,14,2025-06-21T01:28:02Z,ktny||ccstat||CLAUDE.md,533,33.62538556087466
wolfmanstout,talon-gaze-ocr,CLAUDE.md,CLAUDE.md,raw/wolfmanstout/talon-gaze-ocr/CLAUDE.md,https://github.com/wolfmanstout/talon-gaze-ocr,https://github.com/wolfmanstout/talon-gaze-ocr/blob/main/CLAUDE.md,main,71.0,31.0,2022-04-11T02:50:38Z,2025-10-14T05:28:40Z,2025-10-14T05:28:43Z,85.0,4,2025-06-28T22:25:01Z,wolfmanstout||talon-gaze-ocr||CLAUDE.md,523,42.08441542288557
forattini-dev,s3db.js,CLAUDE.md,CLAUDE.md,raw/forattini-dev/s3db.js/CLAUDE.md,https://github.com/forattini-dev/s3db.js,https://github.com/forattini-dev/s3db.js/blob/main/CLAUDE.md,main,11.0,0.0,2022-10-10T13:04:06Z,2025-10-17T07:58:21Z,2025-10-17T13:52:19Z,726.0,11,2025-08-14T17:04:35Z,forattini-dev||s3db.js||CLAUDE.md,1969,32.495976722423705
pinto-org,interface,CLAUDE.md,CLAUDE.md,raw/pinto-org/interface/CLAUDE.md,https://github.com/pinto-org/interface,https://github.com/pinto-org/interface/blob/master/CLAUDE.md,main,6.0,3.0,2025-03-14T05:00:55Z,2025-10-17T16:34:38Z,2025-10-15T12:42:06Z,431.0,8,2025-06-19T16:04:37Z,pinto-org||interface||CLAUDE.md,1565,36.487299618386345
huangsen365,python-wasm-demo,CLAUDE.md,CLAUDE.md,raw/huangsen365/python-wasm-demo/CLAUDE.md,https://github.com/huangsen365/python-wasm-demo,https://github.com/huangsen365/python-wasm-demo/blob/main/CLAUDE.md,main,11.0,1.0,2025-06-17T20:28:52Z,2025-06-21T18:56:32Z,2025-06-26T06:49:24Z,131.0,5,2025-06-17T21:50:47Z,huangsen365||python-wasm-demo||CLAUDE.md,633,30.25587466829967
Fewsats,proxy402,CLAUDE.md,CLAUDE.md,raw/Fewsats/proxy402/CLAUDE.md,https://github.com/Fewsats/proxy402,https://github.com/Fewsats/proxy402/blob/main/CLAUDE.md,main,19.0,5.0,2025-04-24T08:04:35Z,2025-06-02T20:21:23Z,2025-10-10T16:19:00Z,140.0,1,2025-05-28T11:43:13Z,Fewsats||proxy402||CLAUDE.md,513,41.76562252405208
deref,transcript,CLAUDE.md,CLAUDE.md,raw/deref/transcript/CLAUDE.md,https://github.com/deref/transcript,https://github.com/deref/transcript/blob/main/CLAUDE.md,main,7.0,1.0,2022-01-10T05:33:10Z,2025-07-16T02:06:27Z,2025-07-16T02:05:20Z,5.0,3,2025-06-28T18:10:13Z,deref||transcript||CLAUDE.md,42,65.74519230769235
r0227n,flutter_whisper_kit,CLAUDE.md,CLAUDE.md,raw/r0227n/flutter_whisper_kit/CLAUDE.md,https://github.com/r0227n/flutter_whisper_kit,https://github.com/r0227n/flutter_whisper_kit/blob/main/CLAUDE.md,main,8.0,7.0,2025-04-09T14:05:13Z,2025-09-05T18:10:53Z,2025-09-25T18:39:01Z,692.0,2,2025-06-29T14:39:00Z,r0227n||flutter_whisper_kit||CLAUDE.md,1381,20.550607379767825
cgbarlow,sasi,CLAUDE.md,CLAUDE.md,raw/cgbarlow/sasi/CLAUDE.md,https://github.com/cgbarlow/sasi,https://github.com/cgbarlow/sasi/blob/main/CLAUDE.md,main,8.0,1.0,2025-07-03T05:23:46Z,2025-07-22T00:59:09Z,2025-10-08T10:22:48Z,1101.0,13,2025-07-03T06:57:17Z,cgbarlow||sasi||CLAUDE.md,3062,37.4822853984428
obophenotype,uberon,CLAUDE.md,CLAUDE.md,raw/obophenotype/uberon/CLAUDE.md,https://github.com/obophenotype/uberon,https://github.com/obophenotype/uberon/blob/master/CLAUDE.md,master,142.0,34.0,2010-03-16T06:12:09Z,2025-09-30T16:50:34Z,2025-09-30T16:49:52Z,147.0,8,2025-05-20T20:36:26Z,obophenotype||uberon||CLAUDE.md,901,64.658648989899
obophenotype,cell-ontology,CLAUDE.md,CLAUDE.md,raw/obophenotype/cell-ontology/CLAUDE.md,https://github.com/obophenotype/cell-ontology,https://github.com/obophenotype/cell-ontology/blob/master/CLAUDE.md,master,182.0,53.0,2015-06-04T18:51:01Z,2025-10-17T12:53:52Z,2025-10-16T12:30:02Z,123.0,2,2025-07-25T22:26:49Z,obophenotype||cell-ontology||CLAUDE.md,786,61.22679132568027
wspringer,highs-mcp,CLAUDE.md,CLAUDE.md,raw/wspringer/highs-mcp/CLAUDE.md,https://github.com/wspringer/highs-mcp,https://github.com/wspringer/highs-mcp/blob/main/CLAUDE.md,main,12.0,0.0,2025-06-02T12:51:07Z,2025-06-18T12:55:42Z,2025-08-13T16:04:57Z,63.0,1,2025-06-08T14:10:04Z,wspringer||highs-mcp||CLAUDE.md,194,66.52307692307694
schemalabz,opencouncil,CLAUDE.md,CLAUDE.md,raw/schemalabz/opencouncil/CLAUDE.md,https://github.com/schemalabz/opencouncil,https://github.com/schemalabz/opencouncil/blob/main/CLAUDE.md,main,16.0,5.0,2024-09-08T09:30:03Z,2025-10-16T13:32:39Z,2025-10-11T12:20:42Z,28.0,1,2025-02-24T19:13:03Z,schemalabz||opencouncil||CLAUDE.md,185,56.343958944281525
abh,ntppool,CLAUDE.md,CLAUDE.md,raw/abh/ntppool/CLAUDE.md,https://github.com/abh/ntppool,https://github.com/abh/ntppool/blob/main/CLAUDE.md,main,237.0,142.0,2008-07-12T10:28:00Z,2025-09-09T21:36:23Z,2025-09-23T13:03:10Z,429.0,4,2025-07-26T15:50:38Z,abh||ntppool||CLAUDE.md,2389,44.04522736061432
BernhardPollerspoeck,PlusUi,CLAUDE.md,CLAUDE.md,raw/BernhardPollerspoeck/PlusUi/CLAUDE.md,https://github.com/BernhardPollerspoeck/PlusUi,https://github.com/BernhardPollerspoeck/PlusUi/blob/master/CLAUDE.md,master,10.0,0.0,2025-02-10T19:00:28Z,2025-08-11T09:41:46Z,2025-10-10T19:57:15Z,31.0,1,2025-03-11T18:59:02Z,BernhardPollerspoeck||PlusUi||CLAUDE.md,112,38.85000000000002
team-mirai-volunteer,action-board,CLAUDE.md,CLAUDE.md,raw/team-mirai-volunteer/action-board/CLAUDE.md,https://github.com/team-mirai-volunteer/action-board,https://github.com/team-mirai-volunteer/action-board/blob/main/CLAUDE.md,main,68.0,77.0,2025-05-10T08:39:38Z,2025-10-16T01:10:52Z,2025-10-18T13:30:49Z,140.0,5,2025-05-31T01:31:23Z,team-mirai-volunteer||action-board||CLAUDE.md,2,
team-mirai-volunteer,fact-checker,CLAUDE.md,CLAUDE.md,raw/team-mirai-volunteer/fact-checker/CLAUDE.md,https://github.com/team-mirai-volunteer/fact-checker,https://github.com/team-mirai-volunteer/fact-checker/blob/main/CLAUDE.md,main,87.0,15.0,2025-05-23T06:47:29Z,2025-07-13T07:03:54Z,2025-10-18T13:30:45Z,153.0,7,2025-06-08T14:09:23Z,team-mirai-volunteer||fact-checker||CLAUDE.md,654,53.26927689198297
lroolle,cursor-pulse,CLAUDE.md,CLAUDE.md,raw/lroolle/cursor-pulse/CLAUDE.md,https://github.com/lroolle/cursor-pulse,https://github.com/lroolle/cursor-pulse/blob/main/CLAUDE.md,main,6.0,0.0,2025-06-08T16:57:21Z,2025-06-19T17:07:33Z,2025-07-27T14:27:07Z,181.0,2,2025-06-08T17:24:35Z,lroolle||cursor-pulse||CLAUDE.md,400,27.172015744274802
artsy,force,CLAUDE.md,CLAUDE.md,raw/artsy/force/CLAUDE.md,https://github.com/artsy/force,https://github.com/artsy/force/blob/main/CLAUDE.md,main,620.0,149.0,2014-08-12T18:14:34Z,2025-10-17T21:25:58Z,2025-10-17T21:21:21Z,7.0,1,2025-09-03T17:41:08Z,artsy||force||CLAUDE.md,40,52.481973684210544
antimetal,system-agent,CLAUDE.md,CLAUDE.md,raw/antimetal/system-agent/CLAUDE.md,https://github.com/antimetal/system-agent,https://github.com/antimetal/system-agent/blob/main/CLAUDE.md,main,8.0,2.0,2025-02-06T18:51:27Z,2025-10-16T13:00:23Z,2025-10-13T17:04:21Z,433.0,17,2025-07-17T17:33:01Z,antimetal||system-agent||CLAUDE.md,1467,28.95188811188811
BMPixel,cui,CLAUDE.md,CLAUDE.md,raw/BMPixel/cui/CLAUDE.md,https://github.com/BMPixel/cui,https://github.com/BMPixel/cui/blob/main/CLAUDE.md,main,954.0,88.0,2025-06-12T06:35:25Z,2025-10-13T10:27:19Z,2025-10-17T19:45:03Z,98.0,56,2025-06-12T11:17:47Z,BMPixel||cui||CLAUDE.md,149,45.345810154525395
BittnerPierre,AI-Agent-Casebook,CLAUDE.md,CLAUDE.md,raw/BittnerPierre/AI-Agent-Casebook/CLAUDE.md,https://github.com/BittnerPierre/AI-Agent-Casebook,https://github.com/BittnerPierre/AI-Agent-Casebook/blob/main/CLAUDE.md,main,12.0,3.0,2024-12-02T10:14:24Z,2025-10-10T16:14:28Z,2025-09-26T13:31:12Z,59.0,1,2025-06-19T14:18:53Z,BittnerPierre||AI-Agent-Casebook||CLAUDE.md,252,27.81062036055144
Kr1ptal,ethers-kt,CLAUDE.md,CLAUDE.md,raw/Kr1ptal/ethers-kt/CLAUDE.md,https://github.com/Kr1ptal/ethers-kt,https://github.com/Kr1ptal/ethers-kt/blob/master/CLAUDE.md,master,46.0,9.0,2023-11-01T15:05:53Z,2025-10-18T14:24:31Z,2025-10-15T00:19:36Z,121.0,6,2025-06-22T12:56:40Z,Kr1ptal||ethers-kt||CLAUDE.md,378,46.29901766687291
invokable,laravel-google-searchconsole,CLAUDE.md,CLAUDE.md,raw/invokable/laravel-google-searchconsole/CLAUDE.md,https://github.com/invokable/laravel-google-searchconsole,https://github.com/invokable/laravel-google-searchconsole/blob/main/CLAUDE.md,main,16.0,0.0,2019-06-02T06:12:58Z,2025-09-01T05:56:12Z,2025-09-24T09:24:19Z,67.0,1,2025-06-21T11:42:43Z,invokable||laravel-google-searchconsole||CLAUDE.md,236,31.041460869565213
azmaveth,ex_mcp,CLAUDE.md,CLAUDE.md,raw/azmaveth/ex_mcp/CLAUDE.md,https://github.com/azmaveth/ex_mcp,https://github.com/azmaveth/ex_mcp/blob/master/CLAUDE.md,master,10.0,1.0,2025-05-25T05:34:49Z,2025-07-05T04:03:30Z,2025-09-16T09:04:48Z,196.0,4,2025-05-25T17:05:22Z,azmaveth||ex_mcp||CLAUDE.md,487,30.91301310043673
Maharishiva,LiT-agent,CLAUDE.md,CLAUDE.md,raw/Maharishiva/LiT-agent/CLAUDE.md,https://github.com/Maharishiva/LiT-agent,https://github.com/Maharishiva/LiT-agent/blob/main/CLAUDE.md,main,5.0,0.0,2025-01-05T21:26:41Z,2025-07-13T22:16:10Z,2025-07-13T19:51:22Z,21.0,1,2025-05-03T18:13:12Z,Maharishiva||LiT-agent||CLAUDE.md,129,39.817327365728914
d-kimuson,claude-crew,CLAUDE.md,CLAUDE.md,raw/d-kimuson/claude-crew/CLAUDE.md,https://github.com/d-kimuson/claude-crew,https://github.com/d-kimuson/claude-crew/blob/main/CLAUDE.md,main,41.0,3.0,2025-03-27T05:42:59Z,2025-04-12T05:38:07Z,2025-09-08T02:04:16Z,23.0,1,2025-03-27T07:08:15Z,d-kimuson||claude-crew||CLAUDE.md,137,57.81983274647888
d-kimuson,esa-mcp-server,CLAUDE.md,CLAUDE.md,raw/d-kimuson/esa-mcp-server/CLAUDE.md,https://github.com/d-kimuson/esa-mcp-server,https://github.com/d-kimuson/esa-mcp-server/blob/main/CLAUDE.md,main,36.0,5.0,2025-01-24T09:26:30Z,2025-07-15T03:34:49Z,2025-10-04T15:47:16Z,48.0,1,2025-06-11T00:29:54Z,d-kimuson||esa-mcp-server||CLAUDE.md,142,82.99133689839573
dashed,git-chain,CLAUDE.md,CLAUDE.md,raw/dashed/git-chain/CLAUDE.md,https://github.com/dashed/git-chain,https://github.com/dashed/git-chain/blob/master/CLAUDE.md,master,33.0,7.0,2021-10-17T07:08:59Z,2025-08-29T11:15:07Z,2025-09-19T20:15:54Z,370.0,1,2025-06-18T06:40:15Z,dashed||git-chain||CLAUDE.md,1111,39.60626775721053
open-metadata,OpenMetadata,CLAUDE.md,CLAUDE.md,raw/open-metadata/OpenMetadata/CLAUDE.md,https://github.com/open-metadata/OpenMetadata,https://github.com/open-metadata/OpenMetadata/blob/main/CLAUDE.md,main,7758.0,1467.0,2021-08-01T21:17:17Z,2025-10-18T18:07:10Z,2025-10-18T18:00:56Z,199.0,3,2025-06-24T09:58:59Z,open-metadata||OpenMetadata||CLAUDE.md,890,34.27578347090457
ttizze,evame,CLAUDE.md,CLAUDE.md,raw/ttizze/evame/CLAUDE.md,https://github.com/ttizze/evame,https://github.com/ttizze/evame/blob/main/CLAUDE.md,main,13.0,2.0,2024-07-11T13:18:33Z,2025-10-09T15:44:47Z,2025-09-21T15:20:43Z,116.0,1,2025-06-10T11:51:02Z,ttizze||evame||CLAUDE.md,325,43.299803389603454
moosefs,pve-moosefs,CLAUDE.md,CLAUDE.md,raw/moosefs/pve-moosefs/CLAUDE.md,https://github.com/moosefs/pve-moosefs,https://github.com/moosefs/pve-moosefs/blob/main/CLAUDE.md,main,18.0,5.0,2022-04-18T19:57:06Z,2025-10-04T22:04:57Z,2025-10-06T10:20:20Z,52.0,5,2025-10-04T20:16:21Z,moosefs||pve-moosefs||CLAUDE.md,482,49.82303223388308
autoguru-au,overdrive,CLAUDE.md,CLAUDE.md,raw/autoguru-au/overdrive/CLAUDE.md,https://github.com/autoguru-au/overdrive,https://github.com/autoguru-au/overdrive/blob/main/CLAUDE.md,main,45.0,3.0,2019-03-06T02:16:25Z,2025-10-18T01:02:11Z,2025-10-14T18:15:02Z,56.0,5,2025-09-03T01:06:26Z,autoguru-au||overdrive||CLAUDE.md,245,39.70548022061621
platformatic,mcp,CLAUDE.md,CLAUDE.md,raw/platformatic/mcp/CLAUDE.md,https://github.com/platformatic/mcp,https://github.com/platformatic/mcp/blob/main/CLAUDE.md,main,46.0,4.0,2025-07-01T18:48:57Z,2025-10-18T05:53:59Z,2025-10-18T05:54:02Z,166.0,4,2025-07-01T19:17:43Z,platformatic||mcp||CLAUDE.md,809,33.47521407297097
bitsacco,os,CLAUDE.md,CLAUDE.md,raw/bitsacco/os/CLAUDE.md,https://github.com/bitsacco/os,https://github.com/bitsacco/os/blob/main/CLAUDE.md,main,10.0,5.0,2024-10-20T05:58:45Z,2025-10-13T08:34:29Z,2025-10-09T11:06:23Z,23.0,7,2025-02-26T07:12:49Z,bitsacco||os||CLAUDE.md,114,57.106375227686726
